세그먼트ID,도로명,도로유형,중심위도,중심경도,난이도점수,난이도등급,사고율점수,도로형태점수,도로규모점수,교차로점수,교통량점수,설명
SEG_006743,이름없음,primary_link,37.5363239,127.0836753,47.5,보통,0.0,55,35,100,65,"간선도로 연결로, 복잡한 교차로, 교통량 많음"
SEG_006744,아차산로,secondary,37.5366764,127.08356965,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006745,자양로,primary,37.5365846,127.083533,45.0,보통,0.0,40,30,100,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_006746,자양로,primary,37.53664795,127.0835134,45.0,보통,0.0,40,30,100,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_006747,자양로,primary,37.5366569,127.08364045,45.0,보통,0.0,40,30,100,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_006748,아차산로,secondary,37.53669316666667,127.0838086666667,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006749,아차산로,secondary,37.53662845,127.0835842,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006750,자양로,primary,37.5365941,127.08365665,45.0,보통,0.0,40,30,100,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_006751,아차산로,secondary,37.53655025,127.08360545,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006752,아차산로,secondary,37.53662846666666,127.0827982666667,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006753,아차산로,secondary,37.5365489,127.0833435,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006754,자양로,primary,37.53684576666667,127.0834710333333,45.0,보통,0.0,40,30,100,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_006755,이름없음,primary_link,37.5371048,127.08350035,47.5,보통,0.0,55,35,100,65,"간선도로 연결로, 복잡한 교차로, 교통량 많음"
SEG_006756,아차산로,secondary,37.53664043333333,127.0833824666667,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006757,아차산로,secondary,37.53686255,127.08485935,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006758,아차산로,secondary,37.53668085,127.08409385,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006759,아차산로,secondary,37.53676063333333,127.084459,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006760,아차산로,secondary,37.5367034,127.084113,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006761,아차산로,secondary,37.53667383333333,127.0833737,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006762,이름없음,secondary_link,37.53662295,127.08316095,44.2,보통,0.0,50,45,100,50,"secondary_link, 복잡한 교차로"
SEG_006763,이름없음,secondary_link,37.53662755,127.08399835,44.2,보통,0.0,50,45,100,50,"secondary_link, 복잡한 교차로"
SEG_006764,아차산로,secondary,37.53714425,127.0861376,30.2,보통,0.0,45,40,10,55,보조간선도로
SEG_006765,아차산로,secondary,37.5373917,127.0872238,37.8,보통,0.0,45,40,60,55,"보조간선도로, 복잡한 교차로"
SEG_006766,아차산로,secondary,37.5374199,127.0871517,37.8,보통,0.0,45,40,60,55,"보조간선도로, 복잡한 교차로"
SEG_006767,아차산로,secondary,37.53686445,127.08511675,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006768,아차산로,secondary,37.5369052,127.0851024,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006769,아차산로,secondary,37.537484,127.087321,40.8,보통,0.0,45,40,80,55,"보조간선도로, 복잡한 교차로"
SEG_006770,아차산로,secondary,37.53752335,127.08747645,40.8,보통,0.0,45,40,80,55,"보조간선도로, 복잡한 교차로"
SEG_006771,아차산로,secondary,37.53780953333333,127.0885959666667,42.2,보통,0.0,45,40,90,55,"보조간선도로, 복잡한 교차로"
SEG_006772,이름없음,secondary_link,37.53749665,127.0875554,41.2,보통,0.0,50,45,80,50,"secondary_link, 복잡한 교차로"
SEG_006773,이름없음,secondary_link,37.540057625,127.094329325,29.2,쉬움,0.0,50,45,0,50,secondary_link
SEG_006774,강변역로4길,tertiary,37.53532916666666,127.09406105,27.5,쉬움,0.0,50,50,0,40,집산도로
SEG_006775,이름없음,service,37.5360640375,127.0936759125,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006776,강변역로4길,tertiary,37.53558428,127.09390958,27.5,쉬움,0.0,50,50,0,40,집산도로
SEG_006777,이름없음,service,37.53806416,127.09723516,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006778,이름없음,service,37.5349074,127.0954437571429,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006779,자양로,primary,37.53903,127.0832843,45.0,보통,0.0,40,30,100,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_006780,자양로,primary,37.54029186,127.0833351,36.0,보통,0.0,40,30,40,70,"주간선도로, 넓은 도로, 교통량 많음"
SEG_006781,자양로,primary,37.5395673,127.08322395,45.0,보통,0.0,40,30,100,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_006782,자양로,primary,37.53936393333333,127.0832467,45.0,보통,0.0,40,30,100,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_006783,이름없음,trunk_link,37.51760152,127.07860274,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006784,이름없음,trunk_link,37.51662971428571,127.0780191428571,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006785,이름없음,tertiary_link,37.515100575,127.065797575,28.0,쉬움,0.0,55,55,0,35,tertiary_link
SEG_006786,이름없음,tertiary_link,37.51532256666667,127.0659225666667,28.0,쉬움,0.0,55,55,0,35,tertiary_link
SEG_006787,이름없음,trunk_link,37.5167819,127.0772581,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006788,뚝섬로52길,residential,37.52851215,127.0779532,37.2,보통,0.0,65,70,50,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_006789,이름없음,service,37.52953305,127.0783306,41.5,보통,0.0,70,80,70,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_006790,뚝섬로50길,residential,37.5305544,127.0777807333333,37.2,보통,0.0,65,70,50,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_006791,뚝섬로52나길,residential,37.5301271,127.082108,38.8,보통,0.0,65,70,60,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_006792,뚝섬로,secondary,37.5314816,127.0827009666667,40.8,보통,0.0,45,40,80,55,"보조간선도로, 복잡한 교차로"
SEG_006793,뚝섬로,secondary,37.531461,127.0822996333333,40.8,보통,0.0,45,40,80,55,"보조간선도로, 복잡한 교차로"
SEG_006794,뚝섬로,secondary,37.53170606,127.08359584,40.8,보통,0.0,45,40,80,55,"보조간선도로, 복잡한 교차로"
SEG_006795,뚝섬로55길,residential,37.53185862,127.08247212,41.8,보통,0.0,65,70,80,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_006796,언주로,primary,37.47814605000001,127.0565063,39.0,보통,0.0,40,30,60,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_006797,이름없음,service,37.4833108,127.0324194,32.5,보통,0.0,70,80,10,20,"서비스 도로, 좁은 도로"
SEG_006798,이름없음,service,37.48370465,127.032426325,32.5,보통,0.0,70,80,10,20,"서비스 도로, 좁은 도로"
SEG_006799,이름없음,primary_link,37.4918752,127.0940618,32.5,보통,0.0,55,35,0,65,"간선도로 연결로, 교통량 많음"
SEG_006800,이름없음,service,37.4927553,127.09432394,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006801,Achasan-ro 49-gil,residential,37.538850575,127.08416365,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_006802,Achasan-ro 49-gil,residential,37.53910475,127.08459075,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_006803,이름없음,residential,37.5394594,127.08401975,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_006804,Achasan-ro 53-gil,residential,37.5391599,127.0853417,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_006805,이름없음,residential,37.54002605,127.0839579,35.8,보통,0.0,65,70,40,25,"주거지역 도로, 좁은 도로"
SEG_006806,능동로,secondary,37.540453075,127.070834425,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006807,이름없음,service,37.51089873333333,127.0662129666667,40.0,보통,0.0,70,80,60,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_006808,이름없음,service,37.51080356363637,127.0669475,40.0,보통,0.0,70,80,60,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_006809,자양로22길,residential,37.5402937,127.0875872666667,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_006810,이름없음,residential,37.540508925,127.085984625,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_006811,이름없음,residential,37.539861725,127.088694075,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_006812,이름없음,residential,37.5400494,127.08789635,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_006813,이름없음,secondary_link,37.5399853,127.07034395,44.2,보통,0.0,50,45,100,50,"secondary_link, 복잡한 교차로"
SEG_006814,아차산로,secondary,37.53991396666667,127.0704575666667,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006815,아차산로,secondary,37.53975153333334,127.0713622,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006816,아차산로,secondary,37.54025266666667,127.0694554333333,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_006817,구의강변로,secondary,37.53970325,127.09417755,28.8,쉬움,0.0,45,40,0,55,보조간선도로
SEG_006818,구의강변로,secondary,37.53995635,127.09415275,28.8,쉬움,0.0,45,40,0,55,보조간선도로
SEG_006819,아차산로,secondary,37.5393841,127.09286175,28.8,쉬움,0.0,45,40,0,55,보조간선도로
SEG_006820,아차산로,secondary,37.5398162,127.0935915666667,28.8,쉬움,0.0,45,40,0,55,보조간선도로
SEG_006821,이름없음,residential,37.5395156,127.0926254666667,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_006822,강변역로,secondary,37.53713605,127.09331695,28.8,쉬움,0.0,45,40,0,55,보조간선도로
SEG_006823,이름없음,secondary_link,37.537005,127.0933467,29.2,쉬움,0.0,50,45,0,50,secondary_link
SEG_006824,강변북로,trunk_link,37.534230775,127.09491075,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006825,구의강변로,secondary,37.5373981,127.0932758333333,28.8,쉬움,0.0,45,40,0,55,보조간선도로
SEG_006826,구의강변로,secondary,37.53790436666667,127.0935812666667,28.8,쉬움,0.0,45,40,0,55,보조간선도로
SEG_006827,구의강변로,secondary,37.5381811,127.09372985,28.8,쉬움,0.0,45,40,0,55,보조간선도로
SEG_006828,구의강변로,secondary,37.5394288,127.09410545,28.8,쉬움,0.0,45,40,0,55,보조간선도로
SEG_006829,구의강변로,secondary,37.53764226666667,127.0934289333333,28.8,쉬움,0.0,45,40,0,55,보조간선도로
SEG_006830,강변역로,secondary,37.538118,127.0902843,34.8,보통,0.0,45,40,40,55,보조간선도로
SEG_006831,아차산로,secondary,37.53825103333333,127.0904722333333,34.8,보통,0.0,45,40,40,55,보조간선도로
SEG_006832,이름없음,service,37.5391638,127.0750719666667,40.0,보통,0.0,70,80,60,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_006833,이름없음,service,37.53719636666667,127.0741966333333,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006834,이름없음,service,37.5051866,127.0531300333333,45.6,보통,34.3,70,80,40,20,"서비스 도로, 좁은 도로"
SEG_006835,이름없음,service,37.50696445454545,127.0703101181818,34.8,보통,0.0,70,80,25,20,"서비스 도로, 좁은 도로"
SEG_006836,이름없음,service,37.50722935,127.070367325,34.8,보통,0.0,70,80,25,20,"서비스 도로, 좁은 도로"
SEG_006837,이름없음,service,37.507212875,127.0706222625,34.8,보통,0.0,70,80,25,20,"서비스 도로, 좁은 도로"
SEG_006838,이름없음,service,37.50697333333333,127.0705572,34.8,보통,0.0,70,80,25,20,"서비스 도로, 좁은 도로"
SEG_006839,이름없음,service,37.5069467,127.070522,34.8,보통,0.0,70,80,25,20,"서비스 도로, 좁은 도로"
SEG_006840,이름없음,service,37.50711435,127.07050175,34.8,보통,0.0,70,80,25,20,"서비스 도로, 좁은 도로"
SEG_006841,이름없음,service,37.5071403,127.0705354666667,34.8,보통,0.0,70,80,25,20,"서비스 도로, 좁은 도로"
SEG_006842,이름없음,service,37.5072787,127.070473,34.8,보통,0.0,70,80,25,20,"서비스 도로, 좁은 도로"
SEG_006843,이름없음,service,37.5073054,127.0705081,34.8,보통,0.0,70,80,25,20,"서비스 도로, 좁은 도로"
SEG_006844,이름없음,service,37.50723985,127.07052915,34.8,보통,0.0,70,80,25,20,"서비스 도로, 좁은 도로"
SEG_006845,이름없음,service,37.50721256666667,127.0704926333333,34.8,보통,0.0,70,80,25,20,"서비스 도로, 좁은 도로"
SEG_006846,이름없음,service,37.5070731,127.07055595,34.8,보통,0.0,70,80,25,20,"서비스 도로, 좁은 도로"
SEG_006847,이름없음,service,37.5070456,127.0705188333333,34.8,보통,0.0,70,80,25,20,"서비스 도로, 좁은 도로"
SEG_006848,이름없음,service,37.5069063,127.07058185,34.8,보통,0.0,70,80,25,20,"서비스 도로, 좁은 도로"
SEG_006849,이름없음,service,37.5068782,127.0705444666667,34.8,보통,0.0,70,80,25,20,"서비스 도로, 좁은 도로"
SEG_006850,이름없음,service,37.50648764545454,127.0706015363636,34.8,보통,0.0,70,80,25,20,"서비스 도로, 좁은 도로"
SEG_006851,이름없음,service,37.5065638,127.0707594,34.8,보통,0.0,70,80,25,20,"서비스 도로, 좁은 도로"
SEG_006852,강남대로,primary,37.49706976666667,127.0279122333333,42.0,보통,0.0,40,30,80,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_006853,이름없음,service,37.53309326666667,127.0666055666667,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006854,이름없음,residential,37.53318983333333,127.0663199,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_006855,이름없음,residential,37.53944015,127.08755885,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_006856,구의로1길,residential,37.53905373333333,127.0877010333333,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_006857,개포로31길,unclassified,37.4816423,127.049373375,29.2,쉬움,0.0,60,65,0,30,unclassified
SEG_006858,이름없음,residential,37.53998493333334,127.0845116333333,34.2,보통,0.0,65,70,30,25,"주거지역 도로, 좁은 도로"
SEG_006859,이름없음,residential,37.53992596666667,127.0845313,34.2,보통,0.0,65,70,30,25,"주거지역 도로, 좁은 도로"
SEG_006860,아차산로51길,residential,37.53873345,127.0846274,43.2,보통,0.0,65,70,90,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_006861,아차산로51길,residential,37.5392419,127.0847641,39.5,보통,0.0,65,70,65,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_006862,이름없음,trunk_link,37.48438116363637,127.0260003363636,38.5,보통,0.0,65,25,20,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006863,이름없음,trunk_link,37.48448398181818,127.0266175818182,37.0,보통,0.0,65,25,10,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006864,이름없음,trunk_link,37.48401609090909,127.0273099909091,41.5,보통,0.0,65,25,40,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006865,이름없음,trunk_link,37.48376805,127.0271782,41.5,보통,0.0,65,25,40,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006866,이름없음,trunk_link,37.48344046363636,127.0250632272727,41.5,보통,0.0,65,25,40,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006867,이름없음,trunk_link,37.48354684545455,127.0248385545454,41.5,보통,0.0,65,25,40,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006868,이름없음,trunk_link,37.48373543636364,127.0247636727273,41.5,보통,0.0,65,25,40,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006869,이름없음,trunk_link,37.48406426363636,127.0250314727273,41.5,보통,0.0,65,25,40,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006870,이름없음,trunk_link,37.4841368375,127.0254428375,40.0,보통,0.0,65,25,30,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006871,이름없음,trunk_link,37.48268178181818,127.0259325909091,38.5,보통,0.0,65,25,20,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006872,이름없음,trunk_link,37.48261308181818,127.0254814818182,40.0,보통,0.0,65,25,30,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006873,이름없음,trunk_link,37.48293899090909,127.0250635,41.5,보통,0.0,65,25,40,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006874,이름없음,trunk_link,37.48316212,127.02518616,41.5,보통,0.0,65,25,40,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006875,이름없음,service,37.48335736363637,127.0272691090909,37.0,보통,0.0,70,80,40,20,"서비스 도로, 좁은 도로"
SEG_006876,이름없음,service,37.48285720000001,127.0270894090909,34.0,보통,0.0,70,80,20,20,"서비스 도로, 좁은 도로"
SEG_006877,이름없음,service,37.48267004545455,127.0265917363636,34.0,보통,0.0,70,80,20,20,"서비스 도로, 좁은 도로"
SEG_006878,이름없음,service,37.48287606666667,127.0263608666667,35.5,보통,0.0,70,80,30,20,"서비스 도로, 좁은 도로"
SEG_006879,이름없음,trunk_link,37.48195003636364,127.0268584454545,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006880,이름없음,trunk_link,37.48278966666666,127.0272662555556,40.0,보통,0.0,65,25,30,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006881,이름없음,service,37.48405805454546,127.0279037363636,37.0,보통,0.0,70,80,40,20,"서비스 도로, 좁은 도로"
SEG_006882,이름없음,service,37.48507607272728,127.0258766272727,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006883,이름없음,service,37.48556655,127.02535675,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006884,이름없음,service,37.4885740875,127.087588975,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006885,Achasan-ro 53-gil,residential,37.5394639,127.0853146,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_006886,Achasan-ro 53-gil,residential,37.53930315,127.08532885,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_006887,이름없음,service,37.50544993333333,127.0567428,60.5,어려움,100.0,70,80,30,20,"서비스 도로, 사고다발구간, 좁은 도로"
SEG_006888,이름없음,service,37.50517914545455,127.0560219181818,57.5,보통,100.0,70,80,10,20,"서비스 도로, 사고다발구간, 좁은 도로"
SEG_006889,이름없음,service,37.50517332857142,127.0560556714286,57.5,보통,100.0,70,80,10,20,"서비스 도로, 사고다발구간, 좁은 도로"
SEG_006890,이름없음,service,37.50543822857143,127.0569384285714,60.5,어려움,100.0,70,80,30,20,"서비스 도로, 사고다발구간, 좁은 도로"
SEG_006891,이름없음,service,37.50544325,127.05683865,60.5,어려움,100.0,70,80,30,20,"서비스 도로, 사고다발구간, 좁은 도로"
SEG_006892,이름없음,service,37.50533398571429,127.0566573857143,60.5,어려움,100.0,70,80,30,20,"서비스 도로, 사고다발구간, 좁은 도로"
SEG_006893,이름없음,service,37.505418925,127.0570646,60.5,어려움,100.0,70,80,30,20,"서비스 도로, 사고다발구간, 좁은 도로"
SEG_006894,이름없음,service,37.50554725,127.057094,62.0,어려움,100.0,70,80,40,20,"서비스 도로, 사고다발구간, 좁은 도로"
SEG_006895,남부순환로342번길,tertiary,37.48276953333333,127.0247467333333,33.5,보통,0.0,50,50,40,40,집산도로
SEG_006896,이름없음,tertiary_link,37.49741365,127.0964243,28.0,쉬움,0.0,55,55,0,35,tertiary_link
SEG_006897,이름없음,service,37.48079484545454,127.0783710090909,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006898,이름없음,service,37.480821025,127.077064175,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006899,이름없음,residential,37.505798675,127.071784825,33.5,보통,0.0,65,70,25,25,"주거지역 도로, 좁은 도로"
SEG_006900,이름없음,service,37.5023749,127.0220835333333,45.2,보통,0.0,70,80,95,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_006901,언주로87길,residential,37.50095886,127.04019228,63.8,어려움,100.0,65,70,60,25,"주거지역 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_006902,이름없음,service,37.52705045,127.0811414,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006903,이름없음,service,37.52712085714285,127.0803525571429,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006904,이름없음,service,37.51874306666667,127.0291042,71.0,어려움,100.0,70,80,100,20,"서비스 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_006905,이름없음,service,37.51959125,127.02928155,71.0,어려움,100.0,70,80,100,20,"서비스 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_006906,이름없음,service,37.519609,127.02934115,71.0,어려움,100.0,70,80,100,20,"서비스 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_006907,이름없음,service,37.514142,127.0572047272727,41.5,보통,41.9,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006908,이름없음,service,37.51462801818182,127.0573890454545,41.5,보통,41.9,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006909,이름없음,service,37.5142795,127.0575741,41.5,보통,41.9,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006910,이름없음,service,37.51448499999999,127.0574464,41.5,보통,41.9,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006911,이름없음,service,37.51422705,127.0573745,41.5,보통,41.9,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006912,이름없음,service,37.51411515,127.05718925,41.5,보통,41.9,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006913,이름없음,service,37.51421465,127.05584345,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006914,이름없음,service,37.51233825,127.0405299,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006915,이름없음,service,37.5043342,127.0279772,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006916,이름없음,service,37.507703,127.04073015,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006917,이름없음,service,37.51088098571428,127.06663,41.5,보통,0.0,70,80,70,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_006918,이름없음,trunk_link,37.51843705,127.09182965,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006919,이름없음,trunk_link,37.518098625,127.09157205,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006920,이름없음,trunk_link,37.52084015,127.09857435,40.0,보통,0.0,65,25,30,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006921,이름없음,trunk_link,37.52112966666667,127.0986940666667,40.0,보통,0.0,65,25,30,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006922,이름없음,trunk_link,37.52129995,127.098593,38.5,보통,0.0,65,25,20,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006923,이름없음,trunk_link,37.521426875,127.098366175,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_006924,이름없음,service,37.47174425,127.09082185,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006925,이름없음,service,37.47143124285714,127.0902608714286,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006926,이름없음,service,37.47050175,127.08988955,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006927,이름없음,service,37.470913025,127.090977075,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006928,이름없음,service,37.47014134545454,127.0901094545454,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006929,이름없음,service,37.47012636,127.09119364,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006930,이름없음,service,37.470311,127.09081985,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006931,이름없음,service,37.47221675,127.0918892,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006932,이름없음,service,37.471875425,127.09147715,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006933,이름없음,service,37.4719383,127.09179185,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006934,이름없음,service,37.47191683333333,127.0908425666667,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006935,이름없음,service,37.4720413,127.09085745,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006936,이름없음,service,37.47204937272728,127.0904185636364,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006937,이름없음,service,37.472778775,127.0904495,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006938,이름없음,service,37.4731839,127.0908893333333,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006939,이름없음,service,37.4725332,127.0901837666667,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006940,이름없음,service,37.4719645,127.091136225,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006941,이름없음,service,37.47309773636363,127.0915289,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006942,이름없음,service,37.4726129,127.0919388666667,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006943,이름없음,service,37.47277033333333,127.0907188666667,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006944,이름없음,service,37.47234956666667,127.0903855,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006945,이름없음,service,37.473222,127.09134795,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_006946,이름없음,service,37.4730229,127.0917444666667,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
