"순번","노선명(도로명)","도로종류","도로기능","도로규모","도로폭","--- WORK_DTTM"
"12676","초안산로3길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.011"
"12677","초안산로5길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:08.011"
"12678","초안산로7길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.011"
"12679","초원로","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.011"
"12680","초원로10길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.011"
"12681","초원로11길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.016"
"12682","초원로12길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.016"
"12683","초원로13길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.016"
"12684","초원로14길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.016"
"12685","초원로16길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.016"
"12686","초원로2길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.016"
"12687","초원로4길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.016"
"12688","초원로6길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.016"
"12689","초원로8길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.016"
"12690","충무~낙원선","일반도로","보조간선도로","중로2류","폭15-20m","2026-01-22 11:18:08.016"
"12691","충무로","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.02"
"12692","충무로11길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.02"
"12693","충무로2길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.02"
"12694","충무로4길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.02"
"12695","충무로5길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.02"
"12696","충무로7길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.02"
"12697","충무로9길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.02"
"12698","충민로","일반도로","국지도로","대로3류","폭25-30m","2026-01-22 11:18:08.02"
"12699","충민로2길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:08.02"
"12700","충민로4길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:08.02"
"12701","충민로6길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:08.025"
"12702","충신1길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.025"
"12703","충신2길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.025"
"12704","충신4가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.025"
"12705","충신4길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.025"
"12706","충신4나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.025"
"12707","충신6길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.025"
"12708","충신길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.025"
"12709","충정로","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.025"
"12710","충정로11길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.025"
"12711","충정로2길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.03"
"12712","충정로4길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.03"
"12713","충정로5길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.03"
"12714","충정로6길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.03"
"12715","충정로6안길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.03"
"12716","충정로7길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.03"
"12717","충정로9길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.03"
"12718","칠패로","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:08.03"
"12719","큰우물로","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:08.03"
"12720","큰우물로2길","일반도로","국지도로","중로2류","폭15-20m","2026-01-22 11:18:08.03"
"12721","큰우물로4길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.035"
"12722","탄천동로","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:08.035"
"12723","탑골로","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.035"
"12724","탑골로10길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.035"
"12725","탑골로11길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.035"
"12726","탑골로13길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.035"
"12727","탑골로2길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.035"
"12728","탑골로3가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.035"
"12729","탑골로3길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.035"
"12730","탑골로4길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.035"
"12731","탑골로5가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.04"
"12732","탑골로5길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.04"
"12733","탑골로7길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.04"
"12734","탑골로8길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.04"
"12735","탑성말1길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.04"
"12736","탑성말길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.04"
"12737","태봉로","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:08.04"
"12738","태봉로2길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:08.04"
"12739","태흥길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.04"
"12740","테헤란로","일반도로","국지도로","확인","불가","2026-01-22 11:18:08.04"
"12741","테헤란로103길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.045"
"12742","테헤란로104길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.045"
"12743","테헤란로107길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.045"
"12744","테헤란로108길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.045"
"12745","테헤란로10길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.045"
"12746","테헤란로113길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:08.045"
"12747","테헤란로114길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:08.045"
"12748","테헤란로115길","일반도로","국지도로","확인","불가","2026-01-22 11:18:08.045"
"12749","테헤란로13길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.045"
"12750","테헤란로14길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.045"
"12751","테헤란로16길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.05"
"12752","테헤란로19길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.05"
"12753","테헤란로1길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.05"
"12754","테헤란로20길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.05"
"12755","테헤란로21길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.05"
"12756","테헤란로22길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.05"
"12757","테헤란로25길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.05"
"12758","테헤란로26길","일반도로","국지도로","중로2류","폭15-20m","2026-01-22 11:18:08.05"
"12759","테헤란로27길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.05"
"12760","테헤란로28길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.05"
"12761","테헤란로29길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.054"
"12762","테헤란로2길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.054"
"12763","테헤란로30길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.054"
"12764","테헤란로32길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.054"
"12765","테헤란로33길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.054"
"12766","테헤란로34길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.054"
"12767","테헤란로37길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:08.054"
"12768","테헤란로38길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.054"
"12769","테헤란로39길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.054"
"12770","테헤란로43길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.054"
"12771","테헤란로44길","일반도로","국지도로","중로2류","폭15-20m","2026-01-22 11:18:08.059"
"12772","테헤란로47길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.059"
"12773","테헤란로48길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.059"
"12774","테헤란로4길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.059"
"12775","테헤란로51길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.059"
"12776","테헤란로52길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.059"
"12777","테헤란로53길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.059"
"12778","테헤란로55길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.059"
"12779","테헤란로57길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.059"
"12780","테헤란로5길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.059"
"12781","테헤란로63길","일반도로","국지도로","중로2류","폭15-20m","2026-01-22 11:18:08.064"
"12782","테헤란로64길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.064"
"12783","테헤란로68길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.064"
"12784","테헤란로69길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:08.064"
"12785","테헤란로6길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.064"
"12786","테헤란로70길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.064"
"12787","테헤란로77길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.064"
"12788","테헤란로78길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.064"
"12789","테헤란로79길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.064"
"12790","테헤란로7길","일반도로","국지도로","중로2류","폭15-20m","2026-01-22 11:18:08.064"
"12791","테헤란로81길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.068"
"12792","테헤란로82길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.069"
"12793","테헤란로83길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.069"
"12794","테헤란로84길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.069"
"12795","테헤란로86길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.069"
"12796","테헤란로87길","일반도로","국지도로","대로2류","폭30-35m","2026-01-22 11:18:08.069"
"12797","테헤란로88길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:08.069"
"12798","테헤란로8길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:08.069"
"12799","테헤란로92길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.069"
"12800","테헤란로98길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.069"
"12801","토성로","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.073"
"12802","토성로15길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.073"
"12803","토성로17길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.073"
"12804","토성로19길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.073"
"12805","토성로3길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.073"
"12806","토성로4길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.073"
"12807","토성로5길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.073"
"12808","토성로6길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.073"
"12809","토성로7길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.073"
"12810","토정로","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.073"
"12811","토정로11길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.078"
"12812","토정로14길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.078"
"12813","토정로15길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.078"
"12814","토정로15안길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.078"
"12815","토정로16길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.078"
"12816","토정로17길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.078"
"12817","토정로17안길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.078"
"12818","토정로18길","일반도로","국지도로","중로2류","폭15-20m","2026-01-22 11:18:08.078"
"12819","토정로23길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.078"
"12820","토정로25길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.078"
"12821","토정로25안길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.083"
"12822","토정로27길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.083"
"12823","토정로28길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.083"
"12824","토정로2길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.083"
"12825","토정로31길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.083"
"12826","토정로32길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:08.083"
"12827","토정로33길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.083"
"12828","토정로35길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.083"
"12829","토정로37가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.083"
"12830","토정로37길","일반도로","국지도로","중로2류","폭15-20m","2026-01-22 11:18:08.083"
"12831","토정로3길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.088"
"12832","토정로3안길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.088"
"12833","토정로4길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.088"
"12834","토정로4안길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.088"
"12835","토정로5길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.088"
"12836","토정로9길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.088"
"12837","통일로","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.088"
"12838","통일로11길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.088"
"12839","통일로12길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.088"
"12840","통일로14길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.088"
"12841","통일로16길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.093"
"12842","통일로17길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.093"
"12843","통일로18가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.093"
"12844","통일로18길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.093"
"12845","통일로18나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.093"
"12846","통일로19길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.093"
"12847","통일로20길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.093"
"12848","통일로25길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:08.093"
"12849","통일로26길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.093"
"12850","통일로27길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.093"
"12851","통일로28길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.097"
"12852","통일로29길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.097"
"12853","통일로2길","일반도로","국지도로","중로2류","폭15-20m","2026-01-22 11:18:08.097"
"12854","통일로31길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.097"
"12855","통일로32길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.097"
"12856","통일로34길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.097"
"12857","통일로35길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.097"
"12858","통일로36가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.097"
"12859","통일로36길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.097"
"12860","통일로36나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.097"
"12861","통일로36다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.102"
"12862","통일로37가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.102"
"12863","통일로37길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.102"
"12864","통일로37나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.102"
"12865","통일로37다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.102"
"12866","통일로39가길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.102"
"12867","통일로39길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.102"
"12868","통일로39나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.102"
"12869","통일로39다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.102"
"12870","통일로40길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.102"
"12871","통일로40안길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.107"
"12872","통일로42길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.107"
"12873","통일로48가길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:08.107"
"12874","통일로48길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.107"
"12875","통일로48나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.107"
"12876","통일로4길","일반도로","국지도로","중로2류","폭15-20m","2026-01-22 11:18:08.107"
"12877","통일로53길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.107"
"12878","통일로57길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.107"
"12879","통일로59길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.107"
"12880","통일로61길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.107"
"12881","통일로62길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.111"
"12882","통일로63길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.111"
"12883","통일로65길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.111"
"12884","통일로66길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.111"
"12885","통일로67길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.111"
"12886","통일로68가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.111"
"12887","통일로68길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.111"
"12888","통일로69길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.111"
"12889","통일로71가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.111"
"12890","통일로71길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.111"
"12891","통일로72길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.116"
"12892","통일로73길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.116"
"12893","통일로75길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.116"
"12894","통일로77길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.116"
"12895","통일로78가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.116"
"12896","통일로78길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.116"
"12897","통일로80가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.116"
"12898","통일로80길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.116"
"12899","통일로82가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.116"
"12900","통일로82길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.116"
"12901","통일로82나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.121"
"12902","통일로83길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.121"
"12903","통일로85길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.121"
"12904","통일로87길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.121"
"12905","통일로88가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.121"
"12906","통일로88길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.121"
"12907","통일로89길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.121"
"12908","통일로8길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:08.121"
"12909","통일로90길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.121"
"12910","통일로92가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.121"
"12911","통일로92길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.126"
"12912","통일로92나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.126"
"12913","통일로92다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.126"
"12914","통일로94길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.126"
"12915","통일로9길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.126"
"12916","통일로9안길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.126"
"12917","퇴계로","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.126"
"12918","퇴계로10길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.126"
"12919","퇴계로12가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.126"
"12920","퇴계로12길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.126"
"12921","퇴계로14길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.131"
"12922","퇴계로16길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.131"
"12923","퇴계로18길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.131"
"12924","퇴계로20가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.131"
"12925","퇴계로20길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.131"
"12926","퇴계로20나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.131"
"12927","퇴계로22길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:08.131"
"12928","퇴계로24길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.131"
"12929","퇴계로26길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.131"
"12930","퇴계로27길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.131"
"12931","퇴계로28길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.135"
"12932","퇴계로2길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.135"
"12933","퇴계로30길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.135"
"12934","퇴계로31길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.135"
"12935","퇴계로32길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.135"
"12936","퇴계로34길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.135"
"12937","퇴계로36가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.135"
"12938","퇴계로36길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.136"
"12939","퇴계로36나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.136"
"12940","퇴계로37길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.136"
"12941","퇴계로39길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.14"
"12942","퇴계로41가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.14"
"12943","퇴계로41길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.14"
"12944","퇴계로42길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.14"
"12945","퇴계로44길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.14"
"12946","퇴계로45길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.14"
"12947","퇴계로46길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.14"
"12948","퇴계로48길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.14"
"12949","퇴계로49길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.14"
"12950","퇴계로4길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.14"
"12951","퇴계로50가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.145"
"12952","퇴계로50길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.145"
"12953","퇴계로51길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.145"
"12954","퇴계로52길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.145"
"12955","퇴계로53길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.145"
"12956","퇴계로54길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.145"
"12957","퇴계로56가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.145"
"12958","퇴계로56길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.145"
"12959","퇴계로58길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.145"
"12960","퇴계로60길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.145"
"12961","퇴계로62길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.15"
"12962","퇴계로63길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.15"
"12963","퇴계로64길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.15"
"12964","퇴계로66길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.15"
"12965","퇴계로67길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.15"
"12966","퇴계로68길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.15"
"12967","퇴계로6가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.15"
"12968","퇴계로6길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.15"
"12969","퇴계로70길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.15"
"12970","퇴계로71길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.15"
"12971","퇴계로73가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.154"
"12972","퇴계로73길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.154"
"12973","퇴계로74길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.154"
"12974","퇴계로75길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:08.154"
"12975","퇴계로76길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.154"
"12976","퇴계로78길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.154"
